"","uniprot_name","uniprot_accessions","knownness","gene_name","protein_name","taxon_id","species","cluster_id","panther_group"
"682","PRB4_HUMAN","P10163","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"683","PRB4_HUMAN","A1L439","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"684","PRB4_HUMAN","O00600","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"685","PRB4_HUMAN","P02813","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"686","PRB4_HUMAN","P10161","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"687","PRB4_HUMAN","P10162","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"688","PRB4_HUMAN","P81489","0","PRB4","Basic salivary proline-rich protein 4 (Salivary proline-rich protein Po) (Parotid o protein) (Salivary proline-rich protein II-1) [Cleaved into: Protein N1; Glycosylated protein A; Peptide P-D (Proline-rich peptide IB-5)]","9606","Homo sapiens","UKP15316","PTHR23203"
"689","PCX2_HUMAN","A6NKB5","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"690","PCX2_HUMAN","O43162","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"691","PCX2_HUMAN","Q5T9Z8","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"692","PCX2_HUMAN","Q5TDF1","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"693","PCX2_HUMAN","Q8TEP4","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"694","PCX2_HUMAN","Q96HP9","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"695","PCX2_HUMAN","Q9HAL8","0","PCNX2","Pecanex-like protein 2 (Pecanex homolog protein 2)","9606","Homo sapiens","UKP07737","PTHR12372"
"696","EP3B_HUMAN","P56851","0","EDDM3B","Epididymal secretory protein E3-beta (Human epididymis-specific protein 3-beta) (HE3-beta)","9606","Homo sapiens","UKP12883","PTHR16788"
"697","EP3B_HUMAN","A0PK89","0","EDDM3B","Epididymal secretory protein E3-beta (Human epididymis-specific protein 3-beta) (HE3-beta)","9606","Homo sapiens","UKP12883","PTHR16788"
"698","BPIB4_HUMAN","P59827","0","BPIFB4","BPI fold-containing family B member 4 (Ligand-binding protein RY2G5) (Long palate, lung and nasal epithelium carcinoma-associated protein 4)","9606","Homo sapiens","UKP09843","PTHR46019"
"699","BPIB4_HUMAN","Q5TDX6","0","BPIFB4","BPI fold-containing family B member 4 (Ligand-binding protein RY2G5) (Long palate, lung and nasal epithelium carcinoma-associated protein 4)","9606","Homo sapiens","UKP09843","PTHR46019"
"700","PKHS1_HUMAN","Q5SXH7","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"701","PKHS1_HUMAN","A8KA02","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"702","PKHS1_HUMAN","B3KX00","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"703","PKHS1_HUMAN","B6EDE1","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"704","PKHS1_HUMAN","Q5SXH8","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"705","PKHS1_HUMAN","Q5SXI0","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"706","PKHS1_HUMAN","Q6ZQR5","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"707","PKHS1_HUMAN","Q8NE42","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"708","PKHS1_HUMAN","Q9H5D9","0","PLEKHS1","Pleckstrin homology domain-containing family S member 1 (PH domain-containing family S member 1) (Epididymis luminal protein 185) (hEL185)","9606","Homo sapiens","UKP09157","PTHR47014"
"709","SYC2L_HUMAN","Q5T4T6","0","SYCP2L","Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)","9606","Homo sapiens","UKP07552","PTHR15607"
"710","SYC2L_HUMAN","A6NDS5","0","SYCP2L","Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)","9606","Homo sapiens","UKP07552","PTHR15607"
"711","SYC2L_HUMAN","Q08GK5","0","SYCP2L","Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)","9606","Homo sapiens","UKP07552","PTHR15607"
"712","SYC2L_HUMAN","Q6ZRM2","0","SYCP2L","Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)","9606","Homo sapiens","UKP07552","PTHR15607"
"713","SYC2L_HUMAN","Q96EJ2","0","SYCP2L","Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)","9606","Homo sapiens","UKP07552","PTHR15607"
"714","F124A_HUMAN","Q86V42","0","FAM124A","Protein FAM124A","9606","Homo sapiens","UKP09297","PTHR14715"
"715","F124A_HUMAN","A2A324","0","FAM124A","Protein FAM124A","9606","Homo sapiens","UKP09297","PTHR14715"
"716","F124A_HUMAN","Q8N8P9","0","FAM124A","Protein FAM124A","9606","Homo sapiens","UKP09297","PTHR14715"
"717","F124A_HUMAN","Q8NE66","0","FAM124A","Protein FAM124A","9606","Homo sapiens","UKP09297","PTHR14715"
"718","F124A_HUMAN","Q96NJ9","0","FAM124A","Protein FAM124A","9606","Homo sapiens","UKP09297","PTHR14715"
"719","PACRL_HUMAN","Q8N7B6","0","PACRGL","PACRG-like protein","9606","Homo sapiens","UKP08204","PTHR21207"
"720","PACRL_HUMAN","B2RDB9","0","PACRGL","PACRG-like protein","9606","Homo sapiens","UKP08204","PTHR21207"
"721","PACRL_HUMAN","B4DFF8","0","PACRGL","PACRG-like protein","9606","Homo sapiens","UKP08204","PTHR21207"
"722","PACRL_HUMAN","B4DMN7","0","PACRGL","PACRG-like protein","9606","Homo sapiens","UKP08204","PTHR21207"
"723","PACRL_HUMAN","Q8TBA8","0","PACRGL","PACRG-like protein","9606","Homo sapiens","UKP08204","PTHR21207"
"724","SYNPR_HUMAN","Q8TBG9","0","SYNPR","Synaptoporin","9606","Homo sapiens","UKP07847","PTHR10306"
"725","SYNPR_HUMAN","B2R675","0","SYNPR","Synaptoporin","9606","Homo sapiens","UKP07847","PTHR10306"
"726","SYNPR_HUMAN","G5E9W4","0","SYNPR","Synaptoporin","9606","Homo sapiens","UKP07847","PTHR10306"
"727","CKLF7_HUMAN","Q96FZ5","0","CMTM7","CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)","9606","Homo sapiens","UKP07036","PTHR22776"
"728","CKLF7_HUMAN","Q5VLK1","0","CMTM7","CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7)","9606","Homo sapiens","UKP07036","PTHR22776"
"729","HARB1_HUMAN","Q96MB7","0","HARBI1","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)","9606","Homo sapiens","UKP00511","PTHR22930"
"730","HARB1_HUMAN","D3DQP9","0","HARBI1","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)","9606","Homo sapiens","UKP00511","PTHR22930"
"731","SSX3_HUMAN","Q99909","0","SSX3","Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3)","9606","Homo sapiens","UKP12917","PTHR14112"
"732","SSX3_HUMAN","O60223","0","SSX3","Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3)","9606","Homo sapiens","UKP12917","PTHR14112"
"733","SSX3_HUMAN","Q5JQZ3","0","SSX3","Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3)","9606","Homo sapiens","UKP12917","PTHR14112"
"734","SSX3_HUMAN","Q9BRW7","0","SSX3","Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3)","9606","Homo sapiens","UKP12917","PTHR14112"
"735","CQ080_HUMAN","Q9BSJ5","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"736","CQ080_HUMAN","A8K9X3","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"737","CQ080_HUMAN","Q5JB45","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"738","CQ080_HUMAN","Q6YAU3","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"739","CQ080_HUMAN","Q9H0L9","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"740","CQ080_HUMAN","Q9H5E6","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"741","CQ080_HUMAN","Q9NWN5","0","MTNAP1","Mitochondrial nucleoid-associated protein 1 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8) (Protein C17orf80)","9606","Homo sapiens","UKP07290","PTHR16270"
"742","TM222_HUMAN","Q9H0R3","0","TMEM222","Transmembrane protein 222","9606","Homo sapiens","UKP04806","PTHR20921"
"743","TM222_HUMAN","D3DPL6","0","TMEM222","Transmembrane protein 222","9606","Homo sapiens","UKP04806","PTHR20921"
"744","TM222_HUMAN","Q53HD8","0","TMEM222","Transmembrane protein 222","9606","Homo sapiens","UKP04806","PTHR20921"
"745","TM222_HUMAN","Q5FVE9","0","TMEM222","Transmembrane protein 222","9606","Homo sapiens","UKP04806","PTHR20921"
"746","LR2BP_HUMAN","Q9P2M1","0","LRP2BP","LRP2-binding protein (Megalin-binding protein) (MegBP)","9606","Homo sapiens","UKP09892","PTHR44554"
"747","LR2BP_HUMAN","A6NJR7","0","LRP2BP","LRP2-binding protein (Megalin-binding protein) (MegBP)","9606","Homo sapiens","UKP09892","PTHR44554"
"748","LR2BP_HUMAN","A7E219","0","LRP2BP","LRP2-binding protein (Megalin-binding protein) (MegBP)","9606","Homo sapiens","UKP09892","PTHR44554"
"749","LR2BP_HUMAN","B3KX83","0","LRP2BP","LRP2-binding protein (Megalin-binding protein) (MegBP)","9606","Homo sapiens","UKP09892","PTHR44554"
"750","LR2BP_HUMAN","Q9NSN6","0","LRP2BP","LRP2-binding protein (Megalin-binding protein) (MegBP)","9606","Homo sapiens","UKP09892","PTHR44554"
"751","KR193_HUMAN","Q7Z4W3","0","KRTAP19-3","Keratin-associated protein 19-3 (GTHRP) (Glycine/tyrosine-rich protein)","9606","Homo sapiens","UKP12833","PTHR38140"
"752","KRA71_HUMAN","Q8IUC3","0","KRTAP7-1","Keratin-associated protein 7-1 (High tyrosine-glycine keratin-associated protein 7.1)","9606","Homo sapiens","UKP12986","PTHR38504"
"753","KRA71_HUMAN","Q3LI56","0","KRTAP7-1","Keratin-associated protein 7-1 (High tyrosine-glycine keratin-associated protein 7.1)","9606","Homo sapiens","UKP12986","PTHR38504"
"754","ABTB3_HUMAN","A6QL63","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"755","ABTB3_HUMAN","A4FU41","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"756","ABTB3_HUMAN","B3KXG3","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"757","ABTB3_HUMAN","C9J019","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"758","ABTB3_HUMAN","C9JK80","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"759","ABTB3_HUMAN","E9PHS4","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"760","ABTB3_HUMAN","Q3ZTQ4","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"761","ABTB3_HUMAN","Q52M89","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"762","ABTB3_HUMAN","Q6ZV99","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"763","ABTB3_HUMAN","Q8N245","0","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","9606","Homo sapiens","UKP09602","PTHR46071"
"764","MPP3_HUMAN","Q13368","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"765","MPP3_HUMAN","A0A0C4DGP3","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"766","MPP3_HUMAN","B2R7N0","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"767","MPP3_HUMAN","D3DX47","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"768","MPP3_HUMAN","Q4GX05","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"769","MPP3_HUMAN","Q6PGR3","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"770","MPP3_HUMAN","Q86SV1","0","MPP3","MAGUK p55 subfamily member 3 (Discs large homolog 3) (Protein MPP3)","9606","Homo sapiens","UKP06537","PTHR23122"
"771","UROL1_HUMAN","Q5DID0","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"772","UROL1_HUMAN","C9JCE6","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"773","UROL1_HUMAN","Q5DIC9","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"774","UROL1_HUMAN","Q6LA40","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"775","UROL1_HUMAN","Q6LA41","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"776","UROL1_HUMAN","Q8N216","0","UMODL1","Uromodulin-like 1 (Olfactorin)","9606","Homo sapiens","UKP06276","PTHR14002"
"777","THAP6_HUMAN","Q8TBB0","0","THAP6","THAP domain-containing protein 6","9606","Homo sapiens","UKP09657","PTHR47577"
"778","THAP6_HUMAN","B4E146","0","THAP6","THAP domain-containing protein 6","9606","Homo sapiens","UKP09657","PTHR47577"
"779","THAP6_HUMAN","Q5HYJ7","0","THAP6","THAP domain-containing protein 6","9606","Homo sapiens","UKP09657","PTHR47577"
"780","THAP6_HUMAN","Q5JPC6","0","THAP6","THAP domain-containing protein 6","9606","Homo sapiens","UKP09657","PTHR47577"
"781","UBTD1_HUMAN","Q9HAC8","0","UBTD1","Ubiquitin domain-containing protein 1","9606","Homo sapiens","UKP03677","PTHR13609"
"782","UBTD1_HUMAN","D3DR57","0","UBTD1","Ubiquitin domain-containing protein 1","9606","Homo sapiens","UKP03677","PTHR13609"
"783","UBTD1_HUMAN","Q53HI3","0","UBTD1","Ubiquitin domain-containing protein 1","9606","Homo sapiens","UKP03677","PTHR13609"
"784","ANR10_HUMAN","Q9NXR5","0","ANKRD10","Ankyrin repeat domain-containing protein 10","9606","Homo sapiens","UKP02158","PTHR24201"
"785","ANR10_HUMAN","Q5VW12","0","ANKRD10","Ankyrin repeat domain-containing protein 10","9606","Homo sapiens","UKP02158","PTHR24201"
"786","ANR10_HUMAN","Q9BV12","0","ANKRD10","Ankyrin repeat domain-containing protein 10","9606","Homo sapiens","UKP02158","PTHR24201"
"787","KR109_HUMAN","P60411","0","KRTAP10-9","Keratin-associated protein 10-9 (High sulfur keratin-associated protein 10.9) (Keratin-associated protein 10.9) (Keratin-associated protein 18-9) (Keratin-associated protein 18.9)","9606","Homo sapiens","UKP12633","PTHR23262"
"788","KR109_HUMAN","A2RRG1","0","KRTAP10-9","Keratin-associated protein 10-9 (High sulfur keratin-associated protein 10.9) (Keratin-associated protein 10.9) (Keratin-associated protein 18-9) (Keratin-associated protein 18.9)","9606","Homo sapiens","UKP12633","PTHR23262"
"789","KR109_HUMAN","A6NIR9","0","KRTAP10-9","Keratin-associated protein 10-9 (High sulfur keratin-associated protein 10.9) (Keratin-associated protein 10.9) (Keratin-associated protein 18-9) (Keratin-associated protein 18.9)","9606","Homo sapiens","UKP12633","PTHR23262"
"790","KR109_HUMAN","Q70LJ1","0","KRTAP10-9","Keratin-associated protein 10-9 (High sulfur keratin-associated protein 10.9) (Keratin-associated protein 10.9) (Keratin-associated protein 18-9) (Keratin-associated protein 18.9)","9606","Homo sapiens","UKP12633","PTHR23262"
"791","SPAS1_HUMAN","Q496A3","0","SPATS1","Spermatogenesis-associated serine-rich protein 1","9606","Homo sapiens","UKP12863","PTHR35845"
"792","SPAS1_HUMAN","Q496A2","0","SPATS1","Spermatogenesis-associated serine-rich protein 1","9606","Homo sapiens","UKP12863","PTHR35845"
"793","SPAS1_HUMAN","Q496A5","0","SPATS1","Spermatogenesis-associated serine-rich protein 1","9606","Homo sapiens","UKP12863","PTHR35845"
"794","SPAS1_HUMAN","Q96LJ0","0","SPATS1","Spermatogenesis-associated serine-rich protein 1","9606","Homo sapiens","UKP12863","PTHR35845"
"795","CTXN3_HUMAN","Q4LDR2","0","CTXN3","Cortexin-3 (Kidney and brain-expressed protein)","9606","Homo sapiens","UKP08981","PTHR16736"
"796","CTXN3_HUMAN","B2RV32","0","CTXN3","Cortexin-3 (Kidney and brain-expressed protein)","9606","Homo sapiens","UKP08981","PTHR16736"
"797","CTXN3_HUMAN","D3DQ82","0","CTXN3","Cortexin-3 (Kidney and brain-expressed protein)","9606","Homo sapiens","UKP08981","PTHR16736"
"798","TSN2_HUMAN","O60636","0","TSPAN2","Tetraspanin-2 (Tspan-2) (Tetraspan NET-3)","9606","Homo sapiens","UKP04561","PTHR19282"
"799","TSN2_HUMAN","D6PTH4","0","TSPAN2","Tetraspanin-2 (Tspan-2) (Tetraspan NET-3)","9606","Homo sapiens","UKP04561","PTHR19282"
"800","TSN2_HUMAN","Q5TET2","0","TSPAN2","Tetraspanin-2 (Tspan-2) (Tetraspan NET-3)","9606","Homo sapiens","UKP04561","PTHR19282"
"801","TSN2_HUMAN","Q8WU05","0","TSPAN2","Tetraspanin-2 (Tspan-2) (Tetraspan NET-3)","9606","Homo sapiens","UKP04561","PTHR19282"
"802","GLPB_HUMAN","P06028","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"803","GLPB_HUMAN","B8Q174","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"804","GLPB_HUMAN","E2QBW7","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"805","GLPB_HUMAN","Q0VAF4","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"806","GLPB_HUMAN","Q58HE9","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"807","GLPB_HUMAN","Q58HF0","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"808","GLPB_HUMAN","Q58HF1","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"809","GLPB_HUMAN","Q9UCH7","0","GYPB","Glycophorin-B (PAS-3) (SS-active sialoglycoprotein) (Sialoglycoprotein delta) (CD antigen CD235b)","9606","Homo sapiens","UKP12776","PTHR13813"
"810","NADL2_HUMAN","Q58DX5","0","NAALADL2","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)","9606","Homo sapiens","UKP00132","PTHR10404"
"811","NADL2_HUMAN","Q658X9","0","NAALADL2","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)","9606","Homo sapiens","UKP00132","PTHR10404"
"812","NADL2_HUMAN","Q6H9J8","0","NAALADL2","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)","9606","Homo sapiens","UKP00132","PTHR10404"
"813","NADL2_HUMAN","Q6H9J9","0","NAALADL2","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)","9606","Homo sapiens","UKP00132","PTHR10404"
"814","NADL2_HUMAN","Q6PG38","0","NAALADL2","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)","9606","Homo sapiens","UKP00132","PTHR10404"
"815","BTBD8_HUMAN","Q5XKL5","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"816","BTBD8_HUMAN","A0A1B0GUL6","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"817","BTBD8_HUMAN","A0A1B0GWG1","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"818","BTBD8_HUMAN","O14767","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"819","BTBD8_HUMAN","Q6V9S5","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"820","BTBD8_HUMAN","Q8N3X7","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"821","BTBD8_HUMAN","Q9UPP5","0","BTBD8","BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache)","9606","Homo sapiens","UKP08634","PTHR22427"
"822","MARHA_HUMAN","Q8NA82","0","MARCHF10","Probable E3 ubiquitin-protein ligase MARCHF10 (EC 2.3.2.27) (Membrane-associated RING finger protein 10) (Membrane-associated RING-CH protein X) (MARCH-X) (RING finger protein 190) (RING-type E3 ubiquitin transferase MARCHF10)","9606","Homo sapiens","UKP07748","PTHR14471"
"823","MARHA_HUMAN","D3DU09","0","MARCHF10","Probable E3 ubiquitin-protein ligase MARCHF10 (EC 2.3.2.27) (Membrane-associated RING finger protein 10) (Membrane-associated RING-CH protein X) (MARCH-X) (RING finger protein 190) (RING-type E3 ubiquitin transferase MARCHF10)","9606","Homo sapiens","UKP07748","PTHR14471"
"824","MARHA_HUMAN","Q8IYS7","0","MARCHF10","Probable E3 ubiquitin-protein ligase MARCHF10 (EC 2.3.2.27) (Membrane-associated RING finger protein 10) (Membrane-associated RING-CH protein X) (MARCH-X) (RING finger protein 190) (RING-type E3 ubiquitin transferase MARCHF10)","9606","Homo sapiens","UKP07748","PTHR14471"
